key,source,target
/6488945746222B8A80A08D8559006DE7,"   禁用天空穹頂網格體，漫遊飛行查看體積光束",
/111212DB46349A8A1F45339CED4FCA8A,"   使用CTRL + L + 滑鼠以移動太陽",
/7126FEDF42DBCB91FA8535B1531894E9,3D Imposter Sprite,
/128F428241C3AC1F9764EB9F733132DB,AI測試,
/09470CB644C923595D0F8F8DF9D6CCE1,為指定值加1，然後設置,
/FE8722BF46673259CC2E27ABD40528CF,為指定值加1.0，然後設置,
/C11B43B14CEE73DB2956DFB176F5F1E0,分配RenderTarget將檢查輸入RenderTarget變量，並只在請求的大小或格式發生變化之後分配一個新渲染目標。這能避免不必要的分配。針對構造腳本，必須將RenderTarget變量標記為“實例可編輯”（Instance Editable），以便保存運行之間的數據。,
/BEC4C274444C353315F85CBA0B05BECC,使執行只通過 'n’ 次。,
/FED912BD4D41A7463FFD82BBE165BDE2,允許開關\“門\”，控制執行流程。,
/FB19F4DC4B50C3CC96755DBA24440843,在A和B輸出之間進行輪替，從A開始,
/MovieSettingsDescription,Bink影片播放器設置,
/MovieSettingsName,Bink影片,
/274CA8AA4870986712B970B32D535D59,混合,
/36AA8CC04C5382458D54B08B3A4A3D21,混合,
/4B4E5977444D49E8E525B29D79F0E501,混合,
/4EE5613940A9361BE187778207A1599A,混合,
/59D0AD774EF481FC07FFEB8E59DDCD10,混合,
/646E40634125D293B563E5B9840123D9,混合,
/78BE7BD3491BEA7A53AEA6B9CBF96E20,混合,
/93C26D7F477EA34D736231947FC50E68,混合,
/950FDF0E4DAD2B3C5BBD0C95B60E2C34,混合,
/9699E4684C04E13C8CF2FFAF8BF434E0,混合,
/9D1290ED46B33BE8704ED48F8CBE95E1,混合,
/C999276A4E2C3E3D5695AD8100824067,混合,
/D1BE7BAB4FBCE0127FBF5EB96FE72164,混合,
/D1F13B03467A7D48E71C06BAB1F73665,混合,
/E95B5AA54A4F8A1943E4FC98D92B230B,混合,
/F068EA624D1D1142342ABDAFAFA02D82,混合,
/E4F767214929FEEBE44A74A138B9A5EE,網格體旋轉和材質實例插值,
/0C14D6C446FADB5F786268801335AA9E,捕獲,
/31C9DD714D3B49A60EF40D94123C4B91,捕獲,
/49FD59F9463463E04660F1B5B83CA8E6,捕獲,
/8226572C405053A0AFD7CF81963967AB,捕獲,
/89B0BFDD4AC3D7FC2BCB35B433852512,捕獲,
/89D5D8B04B57FE2F038A348C429448E0,捕獲,
/8B2E23D1469589AD8DBE57A71F89CF9F,捕獲,
/DF35A48040D0B25773FB60ACA3DF970B,捕獲,
/0BA59AA4453CCDE8D8C4D38E18957D6A,捕獲設置,
/2B406C90432D8D426372E6B9DF9A45DE,捕獲設置,
/2D453F0D4E23808394BE68A89C5B8319,捕獲設置,
/33C9EB7646115849923400893BCCE7A6,捕獲設置,
/41744BE54CBC55929653558C5B7225BD,捕獲設置,
/5D0DE1D14627F2E4788035BAC4C93D75,捕獲設置,
/679919FF4B9D6DE2184EB388F4E4E0DF,捕獲設置,
/6C6CB2854D6A4BB860B31287AE1C2760,捕獲設置,
/8BCA95C44C42CA9C28D3AEB881DD6877,捕獲設置,
/8DBEBE8A4DCBE9798CDC39904F776AFB,捕獲設置,
/A277EC994F931E48A148C7A56990B38F,捕獲設置,
/B2A728FB4CD96CD226D56EA364CA1D3A,捕獲設置,
/B7452F444C604F1B1F1F268853172221,捕獲設置,
/BE0AD39A47D5B62E6B18BC9EC262C307,捕獲設置,
/BFC87AE74B7E12FFBEC152A4B710F5DC,捕獲設置,
/C4C0510C4E9376C4B8C9169397E8D4DE,捕獲設置,
/C92FF83240CAEB8B7B22329A269565CB,捕獲設置,
/CB88398B470D107E58AA42AF1D8EC82B,捕獲設置,
/EA0280C04B00324C97CB788FA7FF5912,捕獲設置,
/EA42D7E945A5D659F36521A3FD11EC61,捕獲設置,
/FileButtonToolTipText,在此計算機中選擇一個文件,
/2423CDB341D37E81277B9B8648D3FF10,色度摳像,
/32DF78254F0374FFC56397A1582E74CB,色度摳像,
/6630B5C84283B6DFB0D402A4E3BAF83F,色度摳像,
/FFF1B1664FD2423E31F92A87CA850FAA,色度摳像,
/1E2BA6CD40ADCA8512BC70AC59AACAD7,過場動畫,
/A4F5A7B1427D3D92740DCCB3404B4FA3,顏色,
/C78C766F4D7EC9331ABBDAA2DB193B1A,顏色,
/2DDC9F6949EB39B12D8A81A0C35F8034,將一個浮點值與另一個進行對比，顯示其更大、更小，或相等。,
/A159665C41D08B7534A21CB702F6A75B,將一個整數值與另一個進行對比，顯示其更大、更小，或相等。,
/749E0E00490CAE4CE91C798F7AA5E6EA,複雜運動,
/D6D58BE44D9BFB891142E7BCB5DBEA20,複雜運動,
/1835A69446FA56E73546C492D37449B1,坐標,
/2CCD9BAE4D182B591A58B285F39E6BC0,坐標,
/3166C6FD436D71EBA29D2E99AD558012,坐標,
/390EF1D44D96FAFBDA665C8473D93A52,坐標,
/399EF1874E63EC91925558BA6E84152E,坐標,
/3AC4C92E439E36E121F186950A9283B6,坐標,
/42130217480C97CADADB828761469785,坐標,
/424D9F9948FD78A2843C3B8CE1E75543,坐標,
/463E20B5416754FE52FDCA9CAF8BFAB8,坐標,
/7008D4684B4B7BC7E91FEEB5EFEBEB5C,坐標,
/8282E7DF40F303150FC601B5BA8E78B5,坐標,
/A7B1232241A29E4FEA54ABB3FFFEDA0E,坐標,
/AA7334254E95DD1F0BBA34BF00F87515,坐標,
/D4A70E7643A17D958A41FEA6107EB0A8,坐標,
/E1F13CB249464E5CFEBE579B8B433571,坐標,
/E21576A14999819D3C8DF8B45F365B82,坐標,
/EA2078A24348B1B18DAF1A90693C6723,坐標,
/EB727FA24C78912BED7E58B22C69D411,坐標,
/SerializationOutOfBoundsErrorMessage,找到損壞數據，請驗證安裝。,
/81FF884E42DC30CDF8366BA177C8DC6B,立方體貼圖,
/F66C00A2423B11AF2A14C0AD7752171A,立方體貼圖,
/FDBD85E44D8F4B44EB76F2A2BCBCAF41,立方體貼圖,
/163FD9944FDD5213B8E4B6A990420C95,調試,
/53EF01214703F29A4F114492F3B38272,調試,
/5D65BBE54954BB57B53D82930219730C,調試,
/63496696496D067339F81087DDA00E38,調試,
/647D778B45BC78B218DC9598B551DDC9,調試,
/7FA6F17E449856D1E02C0E9E156293D0,調試,
/866E1B4E4E431686D4F39F8F45B8FDCD,調試,
/9B1778E5497D68A1253BEE8788D8E459,調試,
/B508BFDC47F5A31499DAA1BCD7FCE178,調試,
/C55441AE48A6E643715BA9B72165DDFC,調試,
/CD4F52EC494043250A7A8097905D8D7E,調試,
/F5E41DEE403D3B0C7716DC81931D15B3,調試,
/01A417F84D1896ED3A763B9B89A36C36,貼花,
/0173F89943F2352CF96EE882535C7F98,默認,
/01CB57D34B73A59761BD8EB226635073,默認,
/02694FBE427B682AC3C083B83A51FBAD,默認,
/02B83F694A3D083052A0C896A3BCDC09,默認,
/05888BE441BA491BAE2BDCB189B3CBA4,默認,
/097CA7134EB3456F74886F95207889B7,默認,
/0DF3EE30432FC0FAF1330BA6EF3C835A,默認,
/12A70B6B4FCDFEB93C7A09AB204D2414,默認,
/13D5CA0B42E194432C4E5ABD0A383D1A,默認,
/1BC00B1646E2B73867B2B6BA9B608211,默認,
/2B80FB7E4D39B1C1A9676CA6D5161CBC,默認,
/2FA571634505BC91BFF547B4117B397A,默認,
/3277BE0E4C877D34102049B35B222C39,默認,
/374E26DC4888FEA30C77C59BC0333870,默認,
/378D84374040BF523B1D088BCEBCA0ED,默認,
/39AC32ED4907177446E72990538223DF,默認,
/39B934AE4C52FB685DC2BFAC71A10466,默認,
/40AFA5E14C1DB7281F4CC58E584413AF,默認,
/40B7016C44D364528E38F3B047857068,默認,
/434BD0CB476F48C255E916A75E4AC016,默認,
/46E69D2445B39FFFA746C28CFAF5CEC3,默認,
/511C8D9F4F94356C1BAD6491D7BBAB06,默認,
/535602124603971ABBDAC4AA14B2E657,默認,
/5B58AFA949CA74819E9EA28AE0CB59E1,默認,
/5BA3A3A24084FD6AA6E53094F8B03621,默認,
/5F3592754D80C14C08811692CF70448A,默認,
/5F8815C94FE4BAB64FDE259E6F4B4A0F,默認,
/623AF8E044A8A9F1E95A7F9C20050FFC,默認,
/695C2DDB4DADDEEAC1CF7C9822F16D9C,默認,
/6D5E6CFE43C9E6051E79A08FD7C478C8,默認,
/6E30591042DA09230D9D45BB65ED9390,默認,
/6F09ED1F4A0C66C3DCF2E0994B4091F6,默認,
/7447CBB7426C8E737976A9A180DCAA03,默認,
/75E5612D49A49AD4C9E820958C77E100,默認,
/83EBB27E46F2C68B4E721CBB8C5D7B73,默認,
/841BE6BD47B312B3BD0E37AFE76A04B9,默認,
/86229B7E4BA18540D4C33DA21E157E32,默認,
/882A1CA244DA4F96D1437CA3EA404B25,默認,
/8C77908341D52F5455232E856A9BB0B3,默認,
/9580F2F24D1C1AF378DE18B8E1E66DAF,默認,
/992893B24464363559083096B10DA6B6,默認,
/9EB7389B42FAA4CACF3E528294A73DC8,默認,
/A00F50AF424DB4B96C8F4F81DDB539CB,默認,
/A07DBCB4469CF67ED2CE98B11EB1DAE5,默認,
/A112A5A943D63C6AE4671AAB718A2BAC,默認,
/A2191E4F46F89E76C4C3D5AF99328320,默認,
/A60F376E468DB06507C8FA996625FCFE,默認,
/A68BBD2B4E5563D81DDEF2859423CA92,默認,
/B57928AD496373B369C959B7274C0BFC,默認,
/BC16B9C54607B4ADD70806ACB7C00420,默認,
/BC196443464FA0AA5B101E9E1F73C9B9,默認,
/BFFD0E0644B41E17B9C6C8959DF31084,默認,
/C816B8A84A68E0F6459A6D9AB6A60319,默認,
/CA414687447A36B9E3B77081E26614CB,默認,
/D16077B343ABBA3B3DF310B3982E7A41,默認,
/D885FF8E42E701BB92BAB1AF8F91FC03,默認,
/DB3501DB4F1658F05CEB98A9B55368C3,默認,
/DE636C7E4D1E20A61C6D229B15B676E1,默認,
/EA1859D5448BC7F8FAB7329655168FF1,默認,
/EB428EC24024B2D1386BC781C5E476E0,默認,
/EB4A8F604DFC0743D0599FA9031CFF26,默認,
/EE3F88024A6519230458C38800CF2BFD,默認,
/F0987E024D20534A2CA05E90790196DA,默認,
/F118D1CF4981C65374F05B9161C3C94B,默認,
/F3E350484E97D31886D43DB04BF271AC,默認,
/FC6411C147A02502F0DC01AC7389A954,默認,
/FCC139744EA8BB6FA27CDA81503F48B2,默認,
/FF21A4B64EBFEFBFFAE2E3BFCC4DFB7C,默認,
/443FADCA4B27D69617D7BF99789C7FCA,密度,
/92BFD2FA46D03B74604DD4A15A2BB02C,密度,
/3A0E523F4EADC43A931B54843B0F273D,深度,
/E0E433E74779358D0588EFAF4CA95E4B,深度圖,
/C2A2C43144F43B04AD0E6EBF3956A75A,決定對象是否有效,
/021017DF481F122B78F45C9932BD1AC7,距離場,
/093794B04B3E0A0D8F1C9ABD0FE3CEAB,距離場,
/18D6F5264DFC6E68BDDBF483E0CBEB39,距離場,
/9AB284AA477D0C75CA47F59C274E727D,距離場,
/CB68DAF548A046E10519238D5884CC5D,距離場,
/DFA77F0E4140CC16D06315A45EB171DF,距離場,
/F9A32C704559C4862B54069CCF4E0CD0,距離場,
/227AD9A34A6EEA54EE60E597F92EB0AA,編輯器,
/D56BFF7C4D755EFCB5B350BDE094625A,極高,
/F3549FC745490C9CBE98DFAD19235513,對FirstIndex到LastIndex的每個索引（包含）執行LoopBody。,
/E2CFA53D417FA9146446E48EC9DF7422,對FirstIndex到LastIndex的每個索引（包含）執行LoopBody。如執行進入中斷，循環將退出，不執行剩餘的指數,
