key,source,target
/382B75CA418D91F15048EEA42ECA62AB,字節,
/79A0BFC0461D7048A8CE74BF540F10DE,字節,
/DEF1949443758CF9219F7DB19DE114D2,背包,
/F983856F49ED8FE8B721A19E0EDBA40A,背包,
/ABE1792C4753344BC7A229B19F47C519,背包已滿,
/0F65B04F4097E7870F1D03A23EE474EC,標記,
/430F22E146532B3A7AE2B9BDBB93F6EE,身體,
/336450F14650497F4A626D93CF0F34E9,電纜延長器,
/063C39094099268C62579C8ACCD3E3E6,電纜插頭,
/E83F23A94F4A4903D87B7CAD417DA0AE,取消,
/ED43DB974D1418D6B1BC3BAE14568EB0,切換賬號,
/7CE0059A4FC7D457595547ABC10430E8,測試基座,
/9B69FD104A399AF2119FDAA61365F194,測試基座,
/C9271DA04B029B51ED2F53A62A1F6BC7,煤,
/930249CB4F7843024D8DFD894A030FE7,確認,
/Name_AllCaps_Skybreaker,古怪的物品,
/3619BE2A4EC05F7236DA5DA7DF20AB1A,電纜延長器,
/DA7946324D06040CED9DB7BA8B82BDD4,鏡頭,
/Description_DestructScrap,可使用爆炸物進行分解，或將其粉碎成碎片進行回收。,
/Description_Scrap,可以回收成碎片。,
/1A1FA23F4F3C908D233569BB2232415E,需要容器,
/5BF1161E4DFEC75D3F0431B7B7887834,需要容器,
/1FFAC0A044A70B1D2C5DA0AA75B80EA0,容器是空的,
/56E227884A97EC1FF945C4BF1D0F0EEB,目錄,
/5C221EF3476F9966D9E7E3AF6D02911C,目錄,
/8521DBEC4F18B9A3F9211A903D715641,目錄,
/278667F34357085C25C312A24D2E1F19,充電中,
/8BC1FED64F08C2D80EAC8397DC386CF1,點擊拾起,
/3AF5723546D4BC0D56382CAFC36E4C50,煤,
/858CD53F49E7283D8F8C9C93B4643499,完成,
/644DD046458163F76B7EFDBF5C054826,混凝土,
/3FFEC5C744F7A2B82198988D783671F2,連接網絡以保證你在玩的是最新的版本。,
/8FA39A8049DF61D0DA1BE2AC0E9FEF07,建築物,
/Name_DestructiblePlacement_Boulder_Stone,石塊,
/9689E16347BB793757311A82341B4F59,Ctrl鍵 / Alt鍵,
/Name_Skybreaker,古怪的物品,
/F3CEC5D949BDAB6FA1B3EF957DEBCCED,光標,
/Subtitle_DataLog,數據記錄,
/Name_AllCaps_Generic,碎片,
/Name_AllCaps_DebrisBundle,殘骸包,
/5A526B8D420EE5806B5DED87F9E3B939,部署起始包裹,
/Name_AllCaps_Unscrappable,碎屑,
/C57CBE4042A95335BB5E5C8A5F3D8D20,鑽頭,
/C5ED43594EB7BAD681A4999570309306,降落艇,
/Description_WreckedScrap,已損壞無法修理。可以處理成碎片。,
/Description_WreckedDestruct,已損壞無法修理。需要爆破力將其解構成零部件。,
/7D3DD3F84378D2ABED05D19E6990D885,白晝長度,
/Name_Generic,殘骸,
/Name_DebrisBundle,殘骸包,
/1C5B270446EEB72079E441B61E77DD98,調試環境音,
/D499A97241144409AE1395ABBBF94975,刪除？,
/A51CF2034E3319398C37698218DDDC4E,拆卸,
/Name_Unscrappable,碎屑,
/5511127844E41DC64FB9509C3D9E57DA,鑽頭,
/8B6AD79B4B76155B337FF2B7B9343472,降落艇,
/2DE1C5B848D7D4A6D1704EAD71EA27FE,搶先體驗,
/Name_AllCaps_DataCache,EXO儲存器,
/Name_DataCache,EXO儲存器,
/9CDADAF146ABA331B71921A8C56C4B17,EXO顏色,
/Name_AllCaps_Puzzle,EXO DYNAMICS研究援助,
/Name_Puzzle,EXO DYNAMICS研究援助,
/BE475FB847CA701C6D8394A8E248A35D,奇異衛星,
/A14215644761FE16242B84B2A7CC0FC9,測試版,
/A301C1A14F2539FBB4BC6F8B74F547DB,爆炸物,
/DE65AED643AD37C23F7C17AFF96DA424,精煉器,
/FE49CA24401512F547DC508A3E3F2614,已裝備,
/DD27BD5447DC4057FDE7E4840CAEAE41,檢查,
/938F28014644C605520634A96FDAA12C,探測,
/15C8DC724215CA99C77E71B46553A787,擴展,
/EDD23056413EF87452F18DB53D413D49,提煉,
/52CF052B4423EC266CE5CAA1A7ECE670,精煉器,
/Subtitle_Puzzle,領域研究部門,
/66A67F8A4CF54B4DB00EDDBC43E5B94B,化石燃料,
/FA7C0B374ED0AD4C5AA0F4975F8B9999,燃料,
/04BB1A5F4396023A129F45A0EE62CB42,燃料壓縮器,
/314DD7E0465961DDBC0BAD90A6880FD9,免費電力,
/E81BDC0143904247E542069923C3B9D6,燃料壓縮器,
/BC5A01D64F1A82DBAE5DD4A95EF23E2A,遊戲預覽版,
/EA8DAC1946AD90179C62CEA407783B7B,遊戲預覽版 (ALPHA) - 000.000.00000.0,
/E9510D1341FD246AAB64B39D7F5F03ED,玩家代號,
/DC3052BD48A3C594FC6CC79FE3C9D88B,DLC《Glitchwalkers》火熱發售中！,
/CAA83D0541882E5B0487B68F04DF525E,收集有機物,
/3BBBA1C049C646B9E2A43BBCB719C155,地熱,
/5AF2750C4C1C9692E3CA8A89D4F9985C,抓取,
/296FC95441D8765339CD86B918746E94,抓取電纜,
/2A074B4941E79310FFF270AB8C05137E,重力,
/0CDFFF6649B74A9F242B20ABBFF3B2C9,聯氨催化劑,
/7C4BF16749153F35E2465DAF59B7D670,集線器,
/C3B0A58D4C86D9BF101D4F8A2DCAAA82,聯氨催化劑,
/315AF32140096835C1936096612703EC,抑制器,
/B36F0A7C40C9616A8C5BB1833D847EAA,貨物掉落初始化,
/Description_Puzzle_Consume,插入合適的資源可以解鎖,
/Description_Puzzle_FloraKey,插入完整的當地植物樣本可以解鎖,
/E5E203EC41FB0B211EEFFA932FFA3AE3,濃度不夠,
/Name_DestructiblePlacement_Boulder_Ice,大冰塊,
/CE3DA36142F50530396FB2838A53CCA8,進行中,
/AFCBBBCB48FC0D08E8006ABC7E0922C5,惰性,
/BA102A7043ED4343A994789C8E2001EB,惰性,
/B107070D4A8F9084C4E601A9313FFF45,抑制器,
/0669722E4774AEF4518ABDB8F99FA4DD,已開始,
/D28730A94EC92FFD36F6EB952DD0C842,無效的樣本,
/12B0891A4F41B37C4665289A0E0C0B3D,反轉滑鼠 Y 軸,
/181305524EA6FE9F3A2C8EA5205C9FAE,反轉遊戲手柄 Y 軸,
/A616D6134C0FD1E00D91D58BD91F6C3D,堅不可摧,
/685A920844B996B5B04C74B71C354038,物品,
/5D365D89465707A18356E6A990B6D66B,物品描述,
/AA007DAB485979CD7DAB559C2F8EBF06,物品類型,
/Name_AllCaps_Gamepiece_Bishop_02,碧玉象,
/Name_AllCaps_Gamepiece_King_02,碧玉王,
/Name_AllCaps_Gamepiece_Knight_02,碧玉馬,
/Name_AllCaps_Gamepiece_Pawn_02,碧玉兵,
/Name_AllCaps_Gamepiece_Queen_02,碧玉後,
/Name_AllCaps_Gamepiece_Rook_02,碧玉車,
/Name_Gamepiece_Bishop_02,碧玉象,
/Name_Gamepiece_King_02,碧玉王,
/Name_Gamepiece_Knight_02,碧玉馬,
/Name_Gamepiece_Pawn_02,碧玉兵,
/Name_Gamepiece_Queen_02,碧玉後,
/Name_Gamepiece_Rook_02,碧玉車,
/Description_Unscrappable,垃圾物品。體積過大無法打撈。,
/Name_AllCaps_Gamepiece_Bishop_01,青石象,
/Name_AllCaps_Gamepiece_King_01,青石王,
/Name_AllCaps_Gamepiece_Knight_01,青石馬,
/Name_AllCaps_Gamepiece_Pawn_01,青石兵,
/Name_AllCaps_Gamepiece_Queen_01,青石後,
/Name_AllCaps_Gamepiece_Rook_01,青石車,
/4602021C497E9BF8830652A07743D6A8,大型,
/Name_AllCaps_DebrisPackageLarge,大型碎片包,
/7AC26EEC4E503AF0A6C8D5BB4B534F84,發射,
/B3A7A92045853F1D832466AAEC5A73A9,發射,
/D527A1C540F8247C975529A900E9C1B7,實驗室,
/Name_Gamepiece_Bishop_01,青石象,
/Name_Gamepiece_King_01,青石王,
/Name_Gamepiece_Knight_01,青石馬,
/Name_Gamepiece_Pawn_01,青石兵,
/Name_Gamepiece_Queen_01,青石後,
/Name_Gamepiece_Rook_01,青石車,
/Name_DebrisPackageLarge,大型碎片包,
/FF6D9A4F4302FC7E61143BBE4115C302,大型製造機,
/1903AAA04316E672C8142BB41FC1800B,發射,
/42753C924A6231EA0AC292A84FC50153,發射,
/0F0426C248E34C546F9207AC99CCB3BF,光線,
/01BF5DCE4F1AE063EB394894163B15BC,加載遊戲,
/B63B00DA4C648787AD2A779EADE01F60,加載預設,
/Description_Puzzle_PowerThreshold,維持期望的電力輸入可以解鎖,
/39A1B2744363930D4D856685A8BC3E34,中,
/Name_AllCaps_DebrisPackageMedium,中型碎片包,
/54E7299D44912320FD7CC5989950899D,中型打印機,
/C8CD1EBE445B91124314D29DDC30C982,礦物精煉器,
/0FAC75F74EDC99E72AEFDABA47F8D7F3,模塊,
/8BAF0B6142F923EE1DB76CA327438454,模塊,
/AC93EED64E57F7967FA66C80124DCEE8,模塊,
/E2AEFE7547682811EBF94F956BA82EBB,模塊,
/F5C9F84F47E626AA0C0205A4659E6EE9,模塊,
/Name_DebrisPackageMedium,中型碎片包,
/0D35F499471ECE4CE7F29EA127BA3D02,中型製造機,
/34CFA70B4953A99945825BA6D97DD066,中型打印機,
/9F82ECF14C7864019BC8939210DD8217,礦物精煉器,
/8270D57C4D1F7A872FC51D8C1E9835DA,動作,
/D76EEB8144FA6EB54C2D2EA76D84A69F,音樂音量,
/79D1E0614596864B043CF89F61FFB604,不,
/4249C2944806A69A57EF89932BC1251A,字節數不夠,
/80664A8E4F785A0E619A71A95BC49801,名字,
/C6A7AFB7433CEEB428EA38821F30895B,需要燃料,
/56F061DD4FD9E0023D4AEFBE5E1439F3,無電力,
/E78969AF47A53825A3B6C2981E46101A,無電力,
/3A56E40C414CA7FE82B91D81C13FCB0C,氧氣傳送器,
/B9180DEB475F8FFE0B20F4AA5950E7DD,氧氣傳送器,
/BA15D66948FB2382DD7405B88C7F0B01,氧氣傳送器,
/81785C094759EC3B4AC2D8A470350D65,平台展開後，連接到電力插座將其固定。需要再次移動平台時，將其從電力插座上斷開。,
/105CCD0F4326CF69DEF1E0BE0E042618,打開,
/7EBBC1BC4C8CE3C826DE0790B86CBE7B,選項2,
/7F6121244622F47FBD99C2A549B41FFF,軌道,
/4DED3C184B5A9F20A562C5BECAD010AC,軌道面,
/5494FB1D498829EDE5FB988F45018453,輸出,
/EECBE5D14897A4A0C9BE8E9CD7767162,25% 氧氣,
/3A9927704DA2990322352FBAA38E4AB5,50% 氧氣,
/E482C6F94F198079FDDD04B07B95F0CB,製氧機,
/6EB7CBAE42403E9CB8402ABA6B8BA73E,包裝物品,
/9E02588E4B328043F47DDBB51D619B2C,包裝物品,
/A1F7016040149CF963385C94946006A2,包裝物品,
/6C2A3CCC4299CF4AABC6EBA2F2006490,測試基座,
/BC90ED454AE9FE93E546B6AE0E2D2173,電力圖表,
/6874C5D349076409D0D41BACB0F9AE66,點擊,
/46B0C9AF409E1239485CBE9B2C879121,點擊 A 開始遊戲,
/43B8DF5B492468B0C4E818904FA13F8D,打印機,
/254A890C4574292DF6FEFA9F51AAF61F,拾起,
/BE34AC97481B68EDF2F848A84EC42D84,拾起,
/59A3B0BF430B9FF436A32A91553CAC95,放置,
/012BA660415307ADB3F50997728B46A5,放置氧氣樁,
/12FE1F614EBA97CAFCF396BE2ADF2B9A,在展開前先選擇放置的位置並旋轉包裹。模塊必須部署在平台的頂部。,
/B411B9EA4DC55172A2EAD98D0C71CF52,放置在平台,
/EAFC11544B9AFE7F4A370D9E7BF4A663,放置在平台,
/81BB85C341AEC5E6CAC83F9B260DE72F,放置在藍色全息影像上,
/CF8037BC4EB241A003276B9468977125,彈射帳篷,
/65BBF1C94BEFE8E319AC6C9099F8B947,電力輸出,
/212034A14201629306681CAC14A047E4,打印一個容器,
/FA5DC0E14612D531DB64EDA3FEA1D6BE,打印一個{itemName},
/EB0797B545F2A737BA2ED3A7C3FE8564,打印{itemName},
/4724D9304C322884417D738AAFC729CA,打印機,
/0C2E5A9B471EA0E503837D8C2F89F8E0,打印機控制面板,
/B1B932554863221D681E3ABFF9017137,打印中,
/A045026548FE9EFC1C19F7918E14DF4D,樣本研究進行中,
/6A9BC7B040FFE86CAF2796898669BBC1,速度,
/0FE785004B0FAAB4ACB98582243BF8CF,貨物掉落再次初始化,
/3B314CF6476CB5C2B6795E83C4E2D534,恢復或製造歡呼物體。 火箭為傳送 / 獎勵而部署。,
/Subtitle_Skybreaker,已修復的數據,
/5F6944084173D93E7210BB9F8F4D9BCC,回收當前起始包裹,
/Description_Puzzle_PowerFill,補充內部電力供給後可以解鎖,
/FBF8F8CF41F7779931CA36B8859C49DF,從阿特洛克斯的植物：坩堝繡球花中精煉得到生物燃料。為傳送/獎勵佈局火箭。,
/1BB4CB054D9808BAB7FA1D8EBD453D7C,必需的,
/A54D408847F302113C10E78A9CF6A703,重置為默認,
/95F099D9411BC8B7D0A93FA8FBF04E5E,資源基座,
/0A0CABF9498017DFBA7A8BA4743B3354,旋轉,
/5D6B985949510E65EA94FB9FA4272B0B,旋轉,
/F5298B6C43AD73E34738AFA395A48349,已就緒,
/EE04192E42DC56093266B39918FE2A16,藍圖標誌,
/67751DB74EC2313E856AC19AE18CAF66,必需的,
/885F63A54FD3E13BF66DBB80550E8C0B,研究,
/9E55A4F64EFD3A0F1223CDB53FF8A98B,研究,
/AD2AA0BD4EE91133D88080BECF81E894,研究,
/9223333744BFC32F8674E2AEBEA77557,研究目錄,
/61D0F06F442841A58B49E88CCC3E3AD8,研究完成,
/E2BCC12A4ECAE253BB279DAC3B22F4A9,研究中斷：電力不足,
/95F47BBB4D267BA7B8787B905CC26B4F,已檢測到研究樣本,
/D3FEDB9F4CE0246AF4280EA3CC9BB9DB,研究站,
/B3DABF5247204B835D2149B78FE69806,研究標誌,
/747AE449430450F3483F16904437E453,資源,
/282ECA6C400D21BCC8C81FB6A248CD57,可用物資,
/Name_AllCaps_Salvage,可用物資,
/Subtitle_Secure,安全物品,
/E94792A542A6CD57D7C8E1B073ECDA6E,種子,
/E8A434754449B7F85BCEC6A434EC9BD0,小型,
/Name_AllCaps_DebrisPackageSmall,小型碎片包,
/7730F01B490DB183523DDC87AE09A6AF,小型穿梭機座,
/6F0F4ADB4B1F9A634EC4A2A2E615483F,分流器,
/B1AF4DE740E1D392F6C5CB8A072A07C4,開始新遊戲,
/E5E5B99841AC43EE2FE95FB41652AF4A,掌握第一手異星旅人的資料吧！,
/Name_Salvage,可用物資,
/Description_DebrisBundle,打撈。可以打包在一起便於攜帶。,
/3136A5574EB084D77AABF88943090499,"樣本數據還有: {0} 字節 
研究時間還有: {1}",
/64FDF91548F5637CB8B82095C3BE4A9B,衛星,
/0E6217684FD6D4EE529B5198D6113D5E,保存遊戲,
/726C02784EE5B1695BEF2F967A45F678,種子,
/85F6B9444354C37D34B04AA5610B145E,塑造地形,
/Name_DebrisPackageSmall,小型碎片包,
/B9F9639C41AE46BBFB6185A0330E1855,小型製造機,
/88160C9C44F3B9314248D7BA12514CD5,小型地熱能,
/50D147A648B4B918C0847F968DE71E42,小型漫遊車,
/AE9316A641EEBC1DC9C6A5A4BDCAD4AB,小型航天飛船座,
/DDA6D23D4520F103686F949458E810E1,可熔煉,
/B3D43A14463E055D8C14BEBC4D836A0A,太陽時標,
/BF485B344D321B9F5C5054AE650DB033,產生物品,
/F2455E8F49A3CFD4D8DB7ABB092CA090,產生資源,
/23FC37C24FC51FFEC6F0748627DD810C,分流器,
/2F49E743455551ABB18BADB2C94505A5,分流器,
/5667B0154E6DF08B9797AE98C635CE26,樣本殘留清理中...,
/1B167D0F42891ED1D38056A2BF186158,站點,
/B245A18A455833B3721C7A85ED77551E,儲物架,
/C289097D4A3BA818A24027B9E0431968,減少,
/B0D181C14681B9C210078AB098EA2834,窒息,
/EA3C91F74635AD4E27F0E9AFB486F15E,救生,
/3AC49C59434FA45F4642F38F320C7870,切換,
/1F3B9DE94A93E8D958B63298EBD5D7C6,栓繩,
/A13F6B30492F11384B261EA61BDCC0BC,栓繩,
/BFD04F1C45346E9D94867BAEF41A9910,栓繩,
/Subtitle_ApolloLEM,老鷹已登陸,
/1D99AC2D48CFD8F066E914BCDDC18C97,沒有太多時間了只能通過測試的方式,
/73CABEF8475BA02B490DD1B1CB109595,沒有太多時間了只能通過測試的方式,
/F062E42143AF243584841E8AC850191D,沒有太多時間了只能通過測試的方式,
/6C0624124E2B47A132E4BCAF02460E7C,沒有太多時間了只能通過測試的方式,
/B9049C1B4E64109942C5EAA159D6B287,這是一件開發者專用物品，使用之後全部的資源都能用於測試。祝你測試快樂！,
/06512FE14CC7AC6083DF159E20097622,關閉,
/02726287410E28955BDE76905B27A762,工具,
/DF0C52434445B4937BED2D9B1CDFEAAA,取得,
/E9751F49461FAEEEABA21EA5571CBC44,取得,
/7A5DDF904FC971F7BD465B8409D630EB,取得物品,
/44AC8C994EB3BB4CE91972BBCD7E6C05,氧氣瓶,
/Name_DataLog,終端,
/9AF1D3D54F10CB42806D84B14CB02ECF,地形工具,
/4FFAF58C45B1F12BCFC8D18A5F0B435C,氧氣樁,
/8B033C7041BFF23E7451FE995B16DC7A,氧氣樁,
/C84C4AE847ABC4CF069246AF28EEC16C,文字區塊,
/8378803D48AD7431DEB8C9926E30F4DA,製造機可以製造出基本平台和模塊，並將其打包成更便於移動的包裹。,
/928B6A0448E747FE74A443A627ED00BC,打印機和背包製造未包裝的物品，還有更廣泛的用途。,
/CF8111364BC49F2676A99EBD534AEF29,一天中的時間,
/ABD9557F484179B51B93C1B1156D4B60,工具模式,
/4F0AE4D34727110B80C875BFA584817F,工具大小,
/E13C1E50480CDFA73BAA8D9000BAC235,工具強度,
/E4329F964523653072FB619640AF6E7C,"總樣本數據: 0 字節 
需要研究時間: 0:00",
/6D58B8B44A602D81E2BE4489FFC95DE7,"總樣本數據: {0} 字節 
需要研究時間: {1}",
/B43A4FBB4EAA8ACAC06564A850ABE5F3,交易平台,
/BBF8A84D454EBD3B137D709966C4D480,苔原,
/AB50054F49D568DCCD72198AE5A6EBEA,新手教程,
/Description_Puzzle_Unlocked,解鎖,
/337B9A5542DE9332544D7893FBA865EB,未開始,
/22B8D5A54EBFCA0286D3AF912CF4AD4E,未知,
/7EE29FCC45970CC3427BAAAEA7CAC2E7,解鎖 {itemName},
/1130AA3F4D1287867C50DCBDFD55BEA3,正在解鎖研究物品 {ResearchItemName},
/D34FDBE644CC8659034FF6947922DFFE,展開,
/43199D9743D7FE6B07E1CBA7F6F173C8,無動力,
/C0C635124AFCF74F057B83B54E0C8C13,無動力,
/FBF986B24DF29B7DCC13198E04D15BB5,使用,
/435BE7AD4022136B54B2EF90E7B1F7E0,使用製造機製造平台和模塊。物體會在製造完成後打包存儲。,
/5790F562425BA8E58442B9A24F50D87B,載具模塊,
/49AE837442389C724A45ADB27C958FD5,載具,
/07CF0D1C4CF3640556E20DBF1AA1436E,前往論壇查看完整更新包說明並掌握第一手的開發者資訊。,
/414F37F4440C245AA74246B0DB9B3E9C,注意,
/9BD8DD30431A1C8B4D3D6B93AD72CA77,"注意：切換賬號將結束當前遊戲（遊戲進度會自動保存）。確定要切換嗎？ ",
/A36830FD4F4CAF699D5D3BAEE08FA298,歡迎,
/1B5A2E7C48D0C03468951FB1CAAF927F,歡迎你，{0},
/6F20CD4D4A47EA38CE8254AFC2A8CF66,是否繼續？,
/3F6A9986459CAAA1922A84804EC9C0B1,太好了,
/861A72F9464BEC0114B2ED9367CFB7C2,太好了,
/C0A314674A0071A58CFDBAB6E8D8EF85,太好了,
/E732DD374B4B5EF92CAEEC968A4A2FD6,太好了,
/EF67D02245EB58AA9A0438B9E9D602E4,太好了,
/E6084552497C09300F96DBB6AD7ED89B,水,
/96575D1B4AEC331C9A94FB826E348234,"歡迎進入異星旅人技術測試版，探索由全新地形技術打造的行星! 

這顆行星不是最終版，所以可能會出現bug和部分設置錯誤。如果你在測試期間遇到任何問題，請在主菜單中點擊鏈接前往論壇將問題反饋給我們。

還有，請注意在測試期間保存的任何存檔都不會延續到1.0版本中繼續遊戲。

我們期待你的反饋也感謝你的支持！


- System Era團隊敬上",
/227B7FAE4C242BADB53DECB19A8EDE82,絞車,
/326EFBF24E58E2D572E81FAC052E9533,失事的漫遊車,
/A16D1D1543D83344C03459A86F400F0D,是,
/1578B8A84A269E5D59C4FA994072A93A,"你將加載的進度來自舊版本異星旅人，當前版本不能完全兼容。我們建議在新的更新發佈後保存一份新的進度。

我們會盡量兼容舊版本的進度，但是遊戲迭代很快你可能會遇到各種bug或閃退問題。",
/77D06A624B01C6B4B00773B532D969CA,你正在線下狀態玩異星旅人。,
/0116E0D741B8484DD09936B9508AC410,"你正在試玩異星旅人的Alpha 版本。基於你反饋的寶貴資訊，我們會對遊戲進行升級並增加功能，以完善異星旅人。

這些升級有時候會出現錯誤，這些錯誤可能會很討厭，但通常也很好笑。為了幫助我們，請務必登陸論壇http://forum.systemera.net參與討論，並向我們發送任何反饋。

衷心感謝在Pre-Alpha版本開發過程中支持我們的每一位玩家。你們的創意，錯誤報告，反饋和鼓勵打造了異星旅人的未來。未來一片光明，我們期待與你繼續打造異星旅人！


— System Era 團隊",
/154B67BD46D551AF3F8D03AEC1B61769,給發電機提供燃料,
Achievements/Name_Ach_BeatGame,...無限,
Achievements/Name_Ach_ResearchInstant,小小字節漫漫長路,
Achievements/Name_Ach_CollectGas,放個小屁屁,
Achievements/Name_Ach_RadiatedSolve,阿特洛克斯覺醒,
Achievements/Name_Ach_Firework,寶貝你就是煙花,
Achievements/Name_Ach_Terrain,障礙清除專家,
Achievements/Description_Ach_RoverAir,在漫遊車中滯空至少10秒。,
Achievements/Name_Ach_Terran,發射升空,
Achievements/Description_Ach_BuildRover,建造一輛任意類型的漫遊車。,
Achievements/Name_Ach_AridSolve,卡利多覺醒,
Achievements/Description_Ach_Suit,變身成另一件套裝。,
Achievements/Name_Ach_Scrap,地下拆車廠,
Achievements/Description_Ach_CollectGas,使用大氣冷凝器收集一種氣體。,
Achievements/Description_Ach_TutorialDone,完成訓練任務。,
Achievements/Name_Ach_Tundra,冷若冰霜,
Achievements/Description_Ach_DancePlanet,在每個行星上跳舞。,
Achievements/Name_Ach_Mantle,既貪婪又幽深,
Achievements/Name_Ach_BarrenSolve,德索羅覺醒,
Achievements/Description_Ach_HazardUp,發現隱患。,
Achievements/Name_Ach_SoilExtract,灰塵不會傷到你,
Achievements/Name_Ach_Catalyze,用科學來證明,
Achievements/Name_Ach_MPTime,EXO Dynamics外展主張,
Achievements/Name_Ach_MP,EXO Dynamics外展參與,
Achievements/Name_Ach_Platinum,EXO Dynamics征服太陽系,
Achievements/Name_Ach_TutorialDone,EXO Dynamics訓練通關封印,
Achievements/Name_Ach_EngineFind,遇見無限,
Achievements/Name_Ach_EverySchematic,知識廣博,
Achievements/Description_Ach_SoilExtract,使用土壤離心機提取資源。,
Achievements/Description_Ach_ChamberFind,找到一個閘門倉。,
Achievements/Description_Ach_EngineFind,找到一個閘門引擎。,
Achievements/Name_Ach_ChamberSolve,邁向更廣闊世界的第一步,
Achievements/Description_Ach_BytesGain,"通過所有遊戲獲得100,000個字節。",
Achievements/Name_Ach_DancePlanet,銀河布加洛舞,
Achievements/Name_Ach_EveryGas,氣態巨行星,
Achievements/Name_Ach_TundraSolve,格拉西歐覺醒,
Achievements/Name_Ach_Slide,雙腳緊貼,
Achievements/Name_Ach_Radiated,感到噁心,
Achievements/Name_Ach_EverySeed,在異星旅人的花園中,
Achievements/Name_Ach_BytesCont,資訊灌輸,
Achievements/Name_Ach_MPShuttle,星際大道之旅,
Achievements/Name_Ach_Exotic,深入森林,
Achievements/Name_Ach_Arid,又乾又熱,
Achievements/Description_Ach_MP,加入或開啟一個多人遊戲模式。,
Achievements/Name_Ach_MPCore,地心歷險記,
Achievements/Name_Ach_Trading,垃圾交易行家,
Achievements/Name_Ach_EveryComponent,實驗小白鼠,
Achievements/Description_Ach_MPShuttle,與另一位玩家乘坐同一架穿梭機在行星上着陸。,
Achievements/Description_Ach_Firework,10秒內發射10個煙花。,
Achievements/Name_Ach_MPResearch,借我用下就一下,
Achievements/Name_Ach_Seed,結交新朋友,
Achievements/Name_Ach_ExoMoonSolve,諾福斯覺醒,
Achievements/Name_Ach_FastTravel,看得見我...,
Achievements/Description_Ach_Platinum,在異星旅人中獲得每個成就。,
Achievements/Name_Ach_Moon,個人一小步,
Achievements/Description_Ach_BeatGame,通過閘門入口進入未知世界。,
Achievements/Description_Ach_EverySeed,種植以下種子：刺蓮，鞭葉，跳藤，喘草，薊鞭，珊瑚泡，以及匕首根。,
Achievements/Description_Ach_Seed,種植一顆種子。,
Achievements/Name_Ach_ResearchCh,追求知識,
Achievements/Description_Ach_BytesCont,並發研究速度超過每秒150個字節。,
Achievements/Name_Ach_BytesGain,研究科學家,
Achievements/Description_Ach_ResearchCh,在研究倉內研究一個物品。,
Achievements/Name_Ach_EveryRaw,資源總在不起眼的地方,
Achievements/Description_Ach_WandererAllProbes,遇見流浪者。,
Achievements/Description_Ach_ResearchInstant,掃描一個任意類型的研究樣本。,
Achievements/Description_Ach_Scrap,在粉碎機中粉碎50個物體。,
Achievements/Name_Ach_Shredder,為粉碎者分解碎片,
Achievements/Description_Ach_Shredder,在粉碎機中粉碎1個物體。,
Achievements/Name_Ach_ChamberAll,宇宙的祕密,
Achievements/Name_Ach_ChamberFind,各式各樣的形狀,
Achievements/Description_Ach_Slide,不間斷滑行至少10秒。,
Achievements/Description_Ach_ChamberSolve,解開一個閘門倉謎題。,
